,orginal,proposed,old_section,new_sction,start_section,Final_section
122,14,3,"[[3.6850648], [3.7282592524666667, 3.7714537049333337, 4.0738148722], [3.8146481574, 3.8578426098666667, 4.030620419733333]]","[[3.7282592524666667], [3.7714537049333337, 3.8146481574, 4.117009324666666], [3.8578426098666667, 3.9010370623333332, 4.0738148722]]",184.30031772511848,185.53355203791466
123,14,2,"[[3.6850749], [3.7282686791333335, 3.7714624582666665, 4.2034002496, 3.8146562374]]","[[3.7282686791333335], [3.7714624582666665, 3.8146562374, 4.246594028733333, 3.8578500165333334]]",191.1691872037915,191.69268180094787
124,14,2,"[[3.6850648], [3.7282592524666667, 3.7714537049333337, 3.9442315148000002, 3.8146481574]]","[[3.7282592524666667], [3.7714537049333337, 3.8146481574, 3.9874259672666668, 3.8578426098666667]]",190.5583837914692,191.00730919431277
125,14,3,"[[3.6850648], [3.7282592524666667, 3.7714537049333337, 4.0738148722, 3.8146481574], [3.8578426098666667, 4.117009324666666, 4.030620419733333, 3.9010370623333332, 3.9442315148000002]]","[[3.7282592524666667], [3.7714537049333337, 3.8146481574, 4.117009324666666, 3.8578426098666667], [3.9010370623333332, 4.160203777133333, 4.0738148722, 3.9442315148000002, 3.9874259672666668]]",185.5982756398104,186.19932398104265
126,14,3,"[[3.6850648], [3.7282510190666667, 3.7714372381333336, 4.0737407716, 3.8146234572], [3.8578096762666667, 4.116926990666666, 4.030554552533333, 3.9009958953333332]]","[[3.7282510190666667], [3.7714372381333336, 3.8146234572, 4.116926990666666, 3.8578096762666667], [3.9009958953333332, 4.160113209733333, 4.0737407716, 3.9441821144]]",198.9404980094787,198.53298104265406
127,14,2,"[[3.6850648], [3.7282510190666667, 3.7714372381333336, 4.0737407716, 3.8578096762666667, 3.8146234572]]","[[3.7282510190666667], [3.7714372381333336, 3.8146234572, 4.116926990666666, 3.9009958953333332, 3.8578096762666667]]",182.7292145971564,183.1160209478673
128,14,3,"[[3.6850749], [3.7282686791333335, 3.7714624582666665, 4.0738189122, 3.8146562374], [3.8578500165333334, 4.117012691333334, 4.030625133066667, 3.901043795666667, 3.9442375748]]","[[3.7282686791333335], [3.7714624582666665, 3.8146562374, 4.117012691333334, 3.8578500165333334], [3.901043795666667, 4.160206470466667, 4.0738189122, 3.9442375748, 3.9874313539333333]]",180.7025155450237,181.27770293838867
129,14,3,"[[3.6850648], [3.7282510190666667, 3.7714372381333336, 4.030554552533333, 3.9009958953333332, 3.8578096762666667], [3.8146234572]]","[[3.7282510190666667], [3.7714372381333336, 3.8146234572, 4.0737407716, 3.9441821144, 3.9009958953333332], [3.8578096762666667]]",192.3236990521327,193.23687734597158
130,15,3,"[[3.6850648], [3.7255581388125, 3.766051477625, 4.1304915269375, 3.9280248328750003, 3.8065448164375], [4.0495048493125]]","[[3.7255581388125], [3.766051477625, 3.8065448164375, 4.17098486575, 3.9685181716875, 3.84703815525], [4.0899981881250005]]",190.83720587677723,191.57831516587675
131,15,3,"[[3.6850648], [3.7255595991875, 3.766054398375, 4.0495179926875, 3.8065491975625], [3.928033595125, 4.0090231935]]","[[3.7255595991875], [3.766054398375, 3.8065491975625, 4.090012791875, 3.84704399675], [3.9685283943125, 4.0495179926875]]",164.3265711848341,164.14813459715637
132,15,3,"[[3.6850648], [3.7255595991875, 3.766054398375, 4.0495179926875], [3.8065491975625, 3.9685283943125, 3.928033595125, 3.84704399675, 3.8875387959375]]","[[3.7255595991875], [3.766054398375, 3.8065491975625, 4.090012791875], [3.84704399675, 4.0090231935, 3.9685283943125, 3.8875387959375, 3.928033595125]]",184.9640060663507,184.91408568720377
133,15,4,"[[3.6850749], [3.7255690679375, 3.766063235875, 4.0495224114375, 3.84705157175], [3.8065574038125], [3.8875457396875, 4.211499083187499, 4.090016579375, 3.928039907625]]","[[3.7255690679375], [3.766063235875, 3.8065574038125, 4.090016579375, 3.8875457396875], [3.84705157175], [3.928039907625, 4.251993251125, 4.1305107473125, 3.9685340755625]]",192.55074436018955,193.2631190521327
134,15,3,"[[3.6850648], [3.7255595991875, 3.766054398375, 4.0495179926875], [3.8065491975625, 3.9685283943125, 3.928033595125, 3.84704399675, 3.8875387959375]]","[[3.7255595991875], [3.766054398375, 3.8065491975625, 4.090012791875], [3.84704399675, 4.0090231935, 3.9685283943125, 3.8875387959375, 3.928033595125]]",190.87877402843603,191.47737763033177
135,15,3,"[[3.6850648], [3.7255595991875, 3.766054398375, 4.1305075910625], [3.8065491975625, 3.84704399675, 3.8875387959375]]","[[3.7255595991875], [3.766054398375, 3.8065491975625, 4.17100239025], [3.84704399675, 3.8875387959375, 3.928033595125]]",186.66750796208532,186.8534355450237
136,15,3,"[[3.6850648], [3.7255518803750003, 3.76603896075, 3.968474362625, 3.806526041125], [3.92798728225, 4.0089614430000005, 4.130422684125]]","[[3.7255518803750003], [3.76603896075, 3.806526041125, 4.0089614430000005, 3.8470131215], [3.968474362625, 4.049448523375, 4.1709097645]]",200.9678239810426,200.5551606635071
137,15,3,"[[3.6850648], [3.7255518803750003, 3.76603896075, 3.968474362625, 3.8470131215, 3.806526041125], [4.049448523375, 4.08993560375]]","[[3.7255518803750003], [3.76603896075, 3.806526041125, 4.0089614430000005, 3.887500201875, 3.8470131215], [4.08993560375, 4.130422684125]]",183.36893886255922,185.13771535545027
138,15,3,"[[3.6850749], [3.7255690679375, 3.766063235875, 4.1305107473125, 3.8065574038125], [3.84705157175, 4.0495224114375, 3.928039907625, 3.8875457396875]]","[[3.7255690679375], [3.766063235875, 3.8065574038125, 4.17100491525, 3.84705157175], [3.8875457396875, 4.090016579375, 3.9685340755625, 3.928039907625]]",180.45675327014217,180.4278244549763
139,15,3,"[[3.6850648], [3.7255518803750003, 3.76603896075, 4.08993560375], [3.806526041125, 3.968474362625, 3.92798728225, 3.8470131215, 3.887500201875]]","[[3.7255518803750003], [3.76603896075, 3.806526041125, 4.130422684125], [3.8470131215, 4.0089614430000005, 3.968474362625, 3.887500201875, 3.92798728225]]",193.9066763033175,195.82438417061616
140,16,3,"[[3.6850648], [3.7231761777058825, 3.761287555411765, 4.104289954764706, 3.799398933117647, 3.8375103108235296, 4.028067199352941], [3.875621688529412, 4.142401332470588, 3.9518444439411766]]","[[3.7231761777058825], [3.761287555411765, 3.799398933117647, 4.142401332470588, 3.8375103108235296, 3.875621688529412, 4.066178577058824], [3.9137330662352943, 4.180512710176471, 3.989955821647059]]",190.0778996208531,190.85986957345972
141,16,4,"[[3.6850648], [3.7231775521764705, 3.7612903043529413, 4.142417826117647], [3.7994030565294117, 3.951854065235294, 3.8375158087058825], [3.9137413130588237, 4.028079569588235]]","[[3.7231775521764705], [3.7612903043529413, 3.7994030565294117, 4.180530578294118], [3.8375158087058825, 3.989966817411765, 3.875628560882353], [3.951854065235294, 4.066192321764706]]",165.53638426540286,166.47453763033175
142,16,3,"[[3.6850648], [3.7231775521764705, 3.7612903043529413, 4.104305073941177], [3.7994030565294117, 3.9137413130588237, 3.989966817411765, 3.8375158087058825, 3.875628560882353]]","[[3.7231775521764705], [3.7612903043529413, 3.7994030565294117, 4.142417826117647], [3.8375158087058825, 3.951854065235294, 4.028079569588235, 3.875628560882353, 3.9137413130588237]]",184.19469440758292,184.58087033175352
143,16,3,"[[3.6850749], [3.7231870580588238, 3.761299216117647, 4.21864511282353], [3.799411374176471, 3.837523532235294]]","[[3.7231870580588238], [3.761299216117647, 3.799411374176471, 4.256757270882353], [3.837523532235294, 3.875635690294118]]",192.55171563981042,194.6112156398104
144,16,4,"[[3.6850648], [3.7231775521764705, 3.7612903043529413, 4.218643330470588], [3.7994030565294117, 3.875628560882353, 3.951854065235294, 3.8375158087058825, 3.9137413130588237], [4.028079569588235, 4.066192321764706, 4.104305073941177]]","[[3.7231775521764705], [3.7612903043529413, 3.7994030565294117, 4.256756082647058], [3.8375158087058825, 3.9137413130588237, 3.989966817411765, 3.875628560882353, 3.951854065235294], [4.066192321764706, 4.104305073941177, 4.142417826117647]]",189.13821545023697,190.0933672037915
145,16,4,"[[3.6850648], [3.7231775521764705, 3.7612903043529413, 4.104305073941177], [3.7994030565294117], [3.8375158087058825, 3.9137413130588237, 3.875628560882353, 3.989966817411765]]","[[3.7231775521764705], [3.7612903043529413, 3.7994030565294117, 4.142417826117647], [3.8375158087058825], [3.875628560882353, 3.951854065235294, 3.9137413130588237, 4.028079569588235]]",187.13835052132706,187.73989099526065
146,16,3,"[[3.6850648], [3.7231702874117647, 3.7612757748235297, 4.104225161529412], [3.7993812622352943, 3.9136977244705884, 4.0280141867058825, 3.837486749647059, 3.8755922370588234]]","[[3.7231702874117647], [3.7612757748235297, 3.7993812622352943, 4.142330648941177], [3.837486749647059, 3.951803211882353, 4.0661196741176475, 3.8755922370588234, 3.9136977244705884]]",198.23123763033178,198.24716350710904
147,16,3,"[[3.6850648], [3.7231702874117647, 3.7612757748235297, 3.9899086992941175, 3.837486749647059, 3.7993812622352943], [3.9136977244705884, 4.0280141867058825]]","[[3.7231702874117647], [3.7612757748235297, 3.7993812622352943, 4.0280141867058825, 3.8755922370588234, 3.837486749647059], [3.951803211882353, 4.0661196741176475]]",184.71149383886254,186.53126672985783
148,16,4,"[[3.6850749], [3.7231870580588238, 3.761299216117647, 4.104308638647058], [3.799411374176471], [3.837523532235294, 3.913747848352941, 3.875635690294118, 3.989972164470588]]","[[3.7231870580588238], [3.761299216117647, 3.799411374176471, 4.142420796705882], [3.837523532235294], [3.875635690294118, 3.951860006411765, 3.913747848352941, 4.028084322529412]]",179.53885033175354,180.82386274881517
149,16,4,"[[3.6850648], [3.7231702874117647, 3.7612757748235297, 4.0280141867058825], [3.7993812622352943, 3.951803211882353, 3.837486749647059], [3.9136977244705884, 4.0661196741176475]]","[[3.7231702874117647], [3.7612757748235297, 3.7993812622352943, 4.0661196741176475], [3.837486749647059, 3.9899086992941175, 3.8755922370588234], [3.951803211882353, 4.104225161529412]]",194.65983981042652,196.91759573459714
150,17,3,"[[3.6850648], [3.7210588789444445, 3.757052957888889, 3.8650351947222226, 3.9370233526111114], [3.7930470368333333, 4.045005589444445, 3.8290411157777777, 3.901029273666667]]","[[3.7210588789444445], [3.757052957888889, 3.7930470368333333, 3.901029273666667, 3.9730174315555558], [3.8290411157777777, 4.080999668388889, 3.8650351947222226, 3.9370233526111114]]",191.9098749763033,192.96583251184833
151,17,4,"[[3.6850648], [3.7210601770555556, 3.757055554111111, 4.0450185705555555], [3.793050931166667], [3.8290463082222224, 3.9730278164444446, 3.865041685277778, 3.937032439388889]]","[[3.7210601770555556], [3.757055554111111, 3.793050931166667, 4.081013947611111], [3.8290463082222224], [3.865041685277778, 4.0090231935, 3.9010370623333332, 3.9730278164444446]]",164.8673054028436,166.35953848341234
152,17,4,"[[3.6850648], [3.7210601770555556, 3.757055554111111, 4.0450185705555555], [3.793050931166667], [3.8290463082222224, 3.9730278164444446, 3.865041685277778, 3.937032439388889]]","[[3.7210601770555556], [3.757055554111111, 3.793050931166667, 4.081013947611111], [3.8290463082222224], [3.865041685277778, 4.0090231935, 3.9010370623333332, 3.9730278164444446]]",185.21380436018958,186.6163618009479
153,17,4,"[[3.6850749], [3.7210697159444446, 3.757064531888889, 4.0090282434999995], [3.793059347833333, 3.8290541637777777], [3.9730334275555554, 4.0450230594444445]]","[[3.7210697159444446], [3.757064531888889, 3.793059347833333, 4.0450230594444445], [3.8290541637777777, 3.8650489797222223], [4.0090282434999995, 4.081017875388889]]",192.48429819905215,195.26265952606633
154,17,4,"[[3.6850648], [3.7210601770555556, 3.757055554111111, 4.081013947611111], [3.793050931166667, 3.8290463082222224], [3.9010370623333332, 3.937032439388889, 3.9730278164444446]]","[[3.7210601770555556], [3.757055554111111, 3.793050931166667, 4.117009324666666], [3.8290463082222224, 3.865041685277778], [3.937032439388889, 3.9730278164444446, 4.0090231935]]",189.77827981042654,190.27805895734602
155,17,4,"[[3.6850648], [3.7210601770555556, 3.757055554111111, 4.081013947611111], [3.793050931166667], [3.8290463082222224, 3.937032439388889, 3.865041685277778, 4.0450185705555555]]","[[3.7210601770555556], [3.757055554111111, 3.793050931166667, 4.117009324666666], [3.8290463082222224], [3.865041685277778, 3.9730278164444446, 3.9010370623333332, 4.081013947611111]]",187.05315317535548,187.02632303317534
156,17,4,"[[3.6850648], [3.721053315888889, 3.757041831777778, 4.080938474777778], [3.793030347666667], [3.8290188635555555, 3.9369844112222223, 3.8650073794444446, 4.044949958888889]]","[[3.721053315888889], [3.757041831777778, 3.793030347666667, 4.116926990666666], [3.8290188635555555], [3.8650073794444446, 3.972972927111111, 3.9009958953333332, 4.080938474777778]]",198.69418464454978,197.7933543127962
157,17,3,"[[3.6850648], [3.721053315888889, 3.757041831777778, 4.044949958888889, 3.9369844112222223], [3.793030347666667, 3.8290188635555555, 3.8650073794444446]]","[[3.721053315888889], [3.757041831777778, 3.793030347666667, 4.080938474777778, 3.972972927111111], [3.8290188635555555, 3.8650073794444446, 3.9009958953333332]]",186.63022492890997,188.0999393364929
158,17,4,"[[3.6850749], [3.7210697159444446, 3.757064531888889, 4.081017875388889], [3.793059347833333], [3.8290541637777777, 3.9370386116111113, 4.0090282434999995, 3.8650489797222223]]","[[3.7210697159444446], [3.757064531888889, 3.793059347833333, 4.117012691333334], [3.8290541637777777], [3.8650489797222223, 3.9730334275555554, 4.0450230594444445, 3.901043795666667]]",180.2136771563981,180.9522815165877
159,17,4,"[[3.6850648], [3.721053315888889, 3.757041831777778, 4.0089614430000005], [3.793030347666667], [3.8290188635555555, 4.044949958888889, 3.8650073794444446, 3.9369844112222223]]","[[3.721053315888889], [3.757041831777778, 3.793030347666667, 4.044949958888889], [3.8290188635555555], [3.8650073794444446, 4.080938474777778, 3.9009958953333332, 3.972972927111111]]",193.64320748815163,194.19321819905213
160,18,3,"[[3.6850648], [3.7191644537368425, 3.7532641074736843, 4.128360298578947, 3.923762376157895], [3.7873637612105266, 3.8214634149473685, 3.855563068684211, 3.8896627224210527]]","[[3.7191644537368425], [3.7532641074736843, 3.7873637612105266, 4.16245995231579, 3.957862029894737], [3.8214634149473685, 3.855563068684211, 3.8896627224210527, 3.923762376157895]]",192.26727715639808,194.36031516587678
